url,До центра деревни,До аэропорта,До ж/д вокзала,До Байкала,features,description,До центра города,До канатной дороги,До лыжной трассы,nearest_site,Расположение,Обслуживание,Цена/качество,Чистота,Питание,Качество сна,Год открытия,До центра села,До центра поселка,До Залива Мухор,До залива Ангарский сор
https://101hotels.com/main/cities/goryachinsk/teremok_13.html,,,,,['Автостоянка / Парковка'],"Гостевой дом предлагает гостям:
Размещение в самом центре
Бесплатная парковка
Гарантируем лучшие цены в гостевом доме Теремок на Некрасова!
Гостевой дом «Теремок» расположен в Горячинске.
К услугам гостей сад и терраса.
За дополнительную плату можно воспользоваться частной парковкой.
Номера оснащены чайником.
В каждом номере есть собственная ванная комната.
Кроме того, в распоряжении гостей холодильник.",,,,,,,,,,,,1000.0,,,
https://101hotels.com/main/cities/sahyurta/baza_otdiha_chayka.html,,142500.0,253000.0,967.0,"['Интернет', 'Бар / Ресторан', 'Автостоянка / Парковка', 'Пляж', 'Прачечная или Химчистка', 'Трансфер', 'Бильярдная', 'Сауна / SPA', 'Размещение домашних животных возможно по запросу.']","База отдыха предлагает гостям:
Бесплатная парковка
Доступен трансфер (за дополнительную плату)
Бесплатный Wi-Fi
База отдыха «Чайка» располагается рядом с заливом Куркут, вблизи мыса «Улан-Хада», в 250 км от города Иркутск. В числе дополнительных бесплатных услуг Wi-Fi и частная парковка.
Гостям предлагается размещение в двухэтажных деревянных домиках, где имеется комната отдыха. В каждом номере есть все необходимое для комфортного проживания клиентов.
На территории туристического комплекса есть кафе, в меню которого входят бурятские национальные блюда, а также блюда русской кухни. Кроме того, отдыхающим предоставляется комплексное питание.
Расстояние до железнодорожного вокзала составляет 253 км, а до аэропорта г. Иркутск — 255 км.",,,,,9.3,9.3,9.3,9.3,9.3,9.3,,4000.0,,1200.0,
https://101hotels.com/main/cities/slyudyanka/uyutnaya_2-h_komnatnaya_kvartira_na_baykale.html,,,3200.0,,"['Интернет', 'Автостоянка / Парковка']","Апартаменты предлагают гостям:
Размещение в самом центре
Бесплатная парковка
Бесплатный Wi-Fi
Рядом с отелем есть:
Паровоз Лебедянка
Гарантируем лучшие цены в апартаментах Уютная 2-х комнатная квартира на Байкале!
Апартаменты «Уютная 2-х комнатная квартира на Байкале» с балконом расположены в Слюдянке.
К услугам гостей бесплатный Wi-Fi.
В апартаментах есть 1 спальня, оборудованная кухня с микроволновой печью и холодильником, а также 1 ванная комната с душем.
В числе удобств — стиральная машина и телевизор с плоским экраном и спутниковыми каналами.
Предоставляются полотенца и постельное белье.
В 36 км от апартаментов «Уютная 2-х комнатная квартира» находится город Байкальск.
Расстояние до международного аэропорта Иркутск составляет 81 км.",1700.0,,,Паровоз Лебедянка,8.5,8.9,9.3,9.4,8.7,9.3,,,,,
https://101hotels.com/main/cities/goryachinsk/teremok_14.html,,,,,['Автостоянка / Парковка'],"Гостевой дом предлагает гостям:
Размещение в самом центре
Бесплатная парковка
Гарантируем лучшие цены в гостевом доме Теремок на улице Некрасова!
Boasting a terrace, Теремок is situated in Goryachinsk.
Private parking can be arranged at an extra charge.
The rooms in the guest house are equipped with a kettle.
Each room has a private bathroom.
All units will provide guests with a fridge.
Gremyachinsk is 29 km from Теремок.",,,,,,,,,,,,1000.0,,,
https://101hotels.com/main/cities/huzhir/filiz_guesthouse.html,,154400.0,230300.0,,"['Интернет', 'Прачечная или Химчистка', 'Автостоянка / Парковка', 'Трансфер']","Гостевой дом предлагает гостям:
Размещение в самом центре
Бесплатная парковка
Доступен трансфер от/до аэропорта (платный)
Бесплатный Wi-Fi
Рядом с отелем есть:
Краеведческий музей им. Н. М. Ревякина
Гарантируем лучшие цены в гостевом доме Филиз!
Гостевой дом ""Филиз"" располагается в поселке Хужир. Для гостей здесь представлен широкий спектр услуг. Из стандартных удобств имеется высокоскоростной интернет, бесплатная парковка для транспорта, библиотека. Также для постояльцев есть снаряжение для бадминтона. Все желающие могут арендовать велосипеды. Для детей предусмотрена просторная игровая площадка, есть настольные игры, книги и музыка.
Для размещения предлагаются одноместные, двухместные, трехместные и четырехместные номера. Все они укомплектованы удобными кроватями и необходимой мебелью. В некоторых категориях есть своя ванная комната.
Готовят постояльцы самостоятельно на общей кухне. Она оборудована современной бытовой техникой и посудой. Также можно воспользоваться принадлежностями для барбекю.
В шаговой доступности разнообразные заведения общественного питания. В краеведческом музее можно узнать много нового об истории и достопримечательностях области. Расстояние до аэропорта Иркутск составит около 280 километров.",,,,Краеведческий музей им. Н. М. Ревякина,9.8,8.9,9.3,9.4,10.0,9.4,,,900.0,,
https://101hotels.com/main/cities/sahyurta/kurort_dva_begemota.html,,141100.0,257000.0,83.0,"['Интернет', 'Бар / Ресторан', 'Автостоянка / Парковка', 'Прачечная или Химчистка', 'Трансфер', 'Бильярдная', 'Сейф', 'Бассейн', 'Размещение домашних животных возможно по запросу.']","База отдыха предлагает гостям:
Размещение в самом центре
Бесплатная парковка
Доступен трансфер (за дополнительную плату)
Бесплатный Wi-Fi
База отдыха находится в заливе Малая базарная губа на Малом море. До озера Байкал всего несколько минут ходьбы. Отдых здесь возможен в любое время года. Летний сезон начинается с июня. В этом месте можно получить настоящее удовольствие, отдыхая от повседневной городской суеты.
Размещение туристов на базе осуществляется в комфортабельных коттеджах. Всего одновременно база может принять до 60 отдыхающих. Есть два деревянных дом и корпус, но они неблагоустроенны. В коттеджах есть все условиях для комфортного времяпрепровождения.
На базе для гостей функционирует хорошая столовая, где предлагается комплексное питание. Заказывать завтраки, обеды и ужины необходимо отдельно за дополнительную плату. Зимой в стоимость проживания входят завтраки.
На территории есть автостоянка. Для проведения досуга здесь предусмотрено множество вариантов: песчаный пляж с надувной горкой, баня, столы для тенниса, велопрокат, оборудованная площадка для пляжного волейбола, детские игровые зоны. Работает кафе.
По желанию можно заказать экскурсионные туры для ознакомления с местными достопримечательностями: пролив Ольхонские ворота, панорамные смотровые площадки (вид на Байкал Малое море), водные прогулки вокруг остова Ольхон и многое другое.",,,,,9.6,10.0,9.6,9.8,9.6,10.0,,800.0,,,
https://101hotels.com/main/cities/gremyachinsk/gostiniy_dvor_10.html,,,,,"['Интернет', 'Пляж', 'Автостоянка / Парковка', 'Прачечная или Химчистка', 'Трансфер', 'Сауна / SPA', 'Размещение домашних животных возможно по запросу.']","Гостевой дом предлагает гостям:
Размещение в самом центре
Бесплатная парковка
Доступен трансфер от/до аэропорта (платный)
Бесплатный Wi-Fi
Гарантируем лучшие цены в гостевом доме Гостиный Дворъ!
Гостевой дом «Гостиный двор» расположен на берегу моря в городе Гремячинск.
К услугам гостей принадлежности для барбекю.
К услугам гостей круглосуточная стойка регистрации, трансфер от/до аэропорта, общая кухня и бесплатный Wi-Fi.
Номера оснащены холодильником.
В гостевом доме сервируется континентальный завтрак.
Гостевой дом «Гостиный двор» находится в 30 км от города Горячинск.",,,,,,,,,,,,100.0,,,
https://101hotels.com/main/cities/huzhir/flagman_1.html,,154600.0,231900.0,,"['Интернет', 'Прачечная или Химчистка', 'Автостоянка / Парковка', 'Трансфер', 'Сейф']","Гостевой дом предлагает гостям:
Размещение в самом центре
Бесплатная парковка
Доступен трансфер (за дополнительную плату)
Бесплатный Wi-Fi
Рядом с отелем есть:
Краеведческий музей им. Н. М. Ревякина
Гарантируем лучшие цены в гостевом доме Флагман!
Гостевой дом ""Флагман"" встречает путешественников в небольшом поселке Хужир Иркутской области. Здесь гостей ждет качественное обслуживание и отдых в комфортных условиях. Для автовладельцев на территории оборудована бесплатная частная парковка. Туристы без личного транспорта могут воспользоваться услугами трансфера.
Заселиться можно в двухместные и трехместные номера. Категории оформлены в пастельных тонах, укомплектованы качественной мебелью. Собственная ванная комната оснащена душевой кабиной, туалетом и раковиной. В некоторых вариантах размещения есть терраса.
Питание здесь не организовано. Гости могут посещать ближайшие кафе и рестораны.
До центра населенного пункта на автомобиле можно добраться за пять минут. В пределах двух километров находится краеведческий музей, Державная церковь. Расстояние до аэропорта Иркутск составит около 280 километров.",,,,Краеведческий музей им. Н. М. Ревякина,9.3,9.4,9.3,9.6,10.0,9.6,,,900.0,,
https://101hotels.com/main/cities/leestvyanka/gostevoy_dom_bodriy_medved.html,,59400.0,5400.0,355.0,"['Интернет', 'Трансфер', 'Автостоянка / Парковка', 'Кондиционер', 'Размещение домашних животных возможно по запросу.']","Отель предлагает гостям:
Размещение в самом центре
Бесплатная парковка
Доступен трансфер (за дополнительную плату)
Бесплатный Wi-Fi
Рядом с отелем есть:
Музей Тальцы
Гарантируем лучшие цены в отеле Бодрый Медведь!
Отель «Бодрый медведь» открыл свои двери в Листвянке. К Вашим услугам Wi-Fi, трансфер, экскурсионное обслуживание и другое.
В каждом из номеров есть всё, чтобы Ваш отдых был комфортными и запомнился только положительными эмоциями от проживания. Из окон ряда номеров открывается прекрасный вид на горы и озеро.
На территории оборудована общая кухня, где можно приготовить любимые блюда как дома.
В шаговой доступности магазины, кафе, интересные места. До подъёмников можно добраться за 5 минут езды.",1100.0,3800.0,3700.0,Музей Тальцы,9.4,9.4,9.4,9.4,9.6,8.5,,,,,
https://101hotels.com/main/cities/huzhir/baza_otdiha_daryana_klab.html,,154500.0,231300.0,1100.0,"['Интернет', 'Бар / Ресторан', 'Автостоянка / Парковка', 'Прачечная или Химчистка', 'Трансфер', 'Размещение домашних животных возможно по запросу.']","База отдыха предлагает гостям:
Размещение в самом центре
Бесплатная парковка
Доступен трансфер (за дополнительную плату)
Бесплатный Wi-Fi
Рядом с отелем есть:
Краеведческий музей им. Н. М. Ревякина
""Усадьба Дарьяна"" радушно встречает новых гостей в Хужире, в 10 минутах ходьбы от озера Байкал.
База отдыха располагает 44 комфортабельными номерами, часть из которых работает в летний период, часть - в зимний.
В определенные часы сервируется завтрак и ужин. За отдельную плату гости могут приобрести на обед блюда местной кухни.
До ближайшего аэропорта и железнодорожного вокзала - 300 км. В пешей доступности - Краеведческий музей им. Н. М. Ревякина.",,,,Краеведческий музей им. Н. М. Ревякина,9.3,8.9,8.9,9.1,9.3,9.1,2008.0,,300.0,,
https://101hotels.com/main/cities/kurma/guest_house_on_baikal.html,300.0,,,,['Автостоянка / Парковка'],"Гостевой дом предлагает гостям:
Размещение в самом центре
Бесплатная парковка
Гарантируем лучшие цены в гостевом доме На Байкале!
Гостевой дом «На Байкале» с террасой расположен в Курме.
За дополнительную плату предоставляется частная парковка.
Номера гостевого дома оснащены чайником.
Во всех номерах гостевого дома ""На Байкале"" есть письменный стол и собственная ванная комната.
Поселок Хужир находится в 25 км.",,,,,,,,,,,,,,,
https://101hotels.com/main/cities/huzhir/guest_house_bagulnik.html,,154200.0,230200.0,27000.0,"['Интернет', 'Автостоянка / Парковка', 'Сауна / SPA', 'Размещение домашних животных возможно по запросу.']","Гостевой дом предлагает гостям:
Размещение в самом центре
Бесплатная парковка
Бесплатный Wi-Fi
Рядом с отелем есть:
Краеведческий музей им. Н. М. Ревякина
Гарантируем лучшие цены в гостевом доме Багульник!
Гостевой дом ""Багульник"" находится в поселке Хужир Иркутской области. Здесь предусмотрено все необходимое для комфортного проживания. На территории открыт доступ к бесплатному высокоскоростному интернету. Личный транспорт можно оставить на общественной парковке поблизости.
Для размещения путешественникам предлагаются бюджетные трехместные номера. Все категории оформлены в едином стиле, укомплектованы удобными односпальными кроватям. Постояльцам предоставляется набор постельного белья. Возможно заселение с домашними питомцами.
На кухне установлена плита, микроволновая печь, холодильник, электрический чайник и посуда. Для тех, кто не хочет готовить, рядом есть разнообразные заведения общественного питания.
В шаговой доступности располагается пляж. В пределах трех километров достопримечательности скала ""Шаманка"" и ""13 столбов сэргэ"". Расстояние до международного аэропорта Иркутск составит около 280 километров.",,,,Краеведческий музей им. Н. М. Ревякина,8.5,8.3,8.5,8.7,,8.7,,,900.0,,
https://101hotels.com/main/cities/severobaykalsk/gostinitsa_olimp_7.html,,262000.0,1000.0,301000.0,"['Интернет', 'Бар / Ресторан', 'Автостоянка / Парковка', 'Размещение домашних животных возможно по запросу.']","Отель предлагает гостям:
Размещение в 1038 метрах от Ж/Д Вокзала
Есть парковка
Рядом с отелем есть:
Картинная галерея
Гарантируем лучшие цены в гостинице Олимп!
Гостиница ""Олимп"" располагается в небольшом городе Северобайкальск. На территории расположена частная парковка, где за отдельную плату можно будет оставить личный транспорт. При необходимости можно воспользоваться платным Wi-Fi. Сотрудники круглосуточной стойки регистрации помогут разместиться и ответят на интересующие вопросы.
Для размещения предлагаются комфортабельные номера различной вместимости. Все варианты размещения укомплектованы качественной мебелью, телевизором с плоским экраном и электрическим чайником. В некоторых категориях есть собственная ванная комната.
В баре можно заказать напитки и закуски. Более плотно покушать можно в кафе и ресторанах поблизости.
В шаговой доступности музей БАМа, городской парк, Казанская церковь. Расстояние до железнодорожного вокзала составит 1,2 км. Ближайший аэропорт находится в Иркутске.",2300.0,,,Картинная галерея,9.3,9.3,9.3,9.3,9.3,9.3,,,,,
https://101hotels.com/main/cities/sahyurta/baza_otdiha_naratey.html,,142300.0,,267.0,"['Бар / Ресторан', 'Пляж', 'Автостоянка / Парковка', 'Трансфер', 'Бильярдная', 'Бизнесменам', 'Бассейн', 'Размещение с домашними животными', 'Сауна / SPA']","База отдыха предлагает гостям:
Есть собственный пляж
Есть парковка
Доступен трансфер (за дополнительную плату)
База отдыха ""Наратэй"" ждёт своих гостей в селе Сахюрта. К Вашим услугам парковка, бильярд, детская площадка, сауна, трансфер и другое.
Для Вас здесь созданы прекрасные уютные номера для того, чтобы Вы получили качественный отдых и зарядились массой приятных эмоций от проживания в этом месте.
На территории работает ресторан, где Вы сможете вкусно поесть и отлично провести время.
В шаговой доступности магазины, кафе. Имеются широкие возможности для туризма. Каждый здесь пребывает в уединении с невероятной природой Байкала.",,,,,8.7,8.7,9.6,8.9,10.0,9.6,,2800.0,,1600.0,
https://101hotels.com/main/cities/kurma/gostevoy_dom_danko.html,1400.0,,,,"['Трансфер', 'Бизнесменам']","Гостевой дом предлагает гостям:
Размещение в самом центре
Доступен трансфер от/до аэропорта (платный)
Гарантируем лучшие цены в гостевом доме Данко!
Гостевой дом «Данко» находится в поселке Курма.
К услугам гостей семейные номера и детская игровая площадка.
К услугам гостей бесплатная частная парковка и платный трансфер от/до аэропорта.
В каждом номере гостевого дома есть шкаф и собственная ванная комната.
Ежедневно в гостевом доме Danko подают континентальный и американский завтрак.
Поселок Хужир находится в 26 км от гостевого дома, а город Ая — в 49 км.",,,,,,,,,,,,,,,
https://101hotels.com/main/cities/huzhir/guest_house_natalia.html,,154800.0,230600.0,,"['Интернет', 'Пляж', 'Автостоянка / Парковка', 'Прачечная или Химчистка', 'Трансфер']","Гостевой дом предлагает гостям:
Размещение в самом центре
Бесплатная парковка
Доступен трансфер от/до аэропорта (бесплатный)
Бесплатный Wi-Fi
Рядом с отелем есть:
Краеведческий музей им. Н. М. Ревякина
Гарантируем лучшие цены в гостевом доме Наталья!
Гостевой дом ""Наталья"" располагается в Хужире. Сюда каждый год приезжают тысячи туристов, чтобы насладиться природой, отдохнуть от городской суеты. К услугам постояльцев бесплатный высокоскоростной интернет. Машину можно оставить на частной парковке. Также путешественники могут воспользоваться услугами трансфера.
В гостинице имеются двухместные, трехместные и четырехместные номера. Все категории оснащены качественной мебелью и современной техникой. В некоторых вариантах размещения есть собственный санузел с душевой кабиной, туалетом и раковиной.
Возможен заказ специального диетического меню. Рядом есть заведения общественного питания, где можно вкусно и недорого покушать.
Недалеко находится краеведческий музей, Державная церковь, знаменитая скала Шаманка, а также достопримечательность ""13 столбов сэргэ"". Расстояние до международного аэропорта Иркутск составит около 280 километров.",,,,Краеведческий музей им. Н. М. Ревякина,10.0,10.0,10.0,10.0,10.0,10.0,,,600.0,,
https://101hotels.com/main/cities/leestvyanka/otel_briz.html,,59200.0,5500.0,845.0,"['Интернет', 'Автостоянка / Парковка', 'Фен', 'Размещение домашних животных возможно по запросу.']","Отель предлагает гостям:
Размещение в самом центре
Бесплатная парковка
Бесплатный Wi-Fi
Рядом с отелем есть:
Музей Тальцы
Гарантируем лучшие цены в отеле Бриз!
Отель ""Бриз"" располагается на улице Гудина в поселке Листвянка. До озера Байкал можно дойти за 10 минут. Постояльцы могут воспользоваться рядом дополнительных услуг, среди которых есть бесплатный Wi-Fi и частная парковка.
Номерной фонд состоит из двух- и трехместных номеров, которые полностью укомплектованы для продолжительного проживания. В ванной можно воспользоваться феном и средствами личной гигиены.
Ближайший аэропорт находится в Иркутске, расстояние до него - 59 км. Также рядом есть продуктовый магазин, автокасса и мини-рынок.",900.0,3700.0,3600.0,Музей Тальцы,9.4,8.5,8.3,8.5,10.0,8.5,,,,,
https://101hotels.com/main/cities/ust-barguzin/yurta_u_pavla.html,,208800.0,200800.0,125.0,"['Интернет', 'Трансфер', 'Автостоянка / Парковка', 'Пляж']","База отдыха предлагает гостям:
Бесплатная парковка
Доступен трансфер (за дополнительную плату)
На берегу озера Байкал находится «Юрта у Павла». Благодаря близкому расположению базы к воде, у нее имеется собственная территория на пляже. Пляж песчаный с пологим входом в воду. Сюда приезжают как летом, так и зимой. Ведь гости смогут найти для себя развлечение в любое время года. Зимой можно покататься на лыжах, имеется место для хранения зимнего инвентаря. Сходить на зимнюю рыбалку, покататься на снегоходах. После холодного зимнего дня предлагается посетить баню. Летом искупаться в Байкале, позагорать. С помощью принадлежностей для барбекю пожарить мясо или овощи. В аренду предлагается взять велосипеды, и осмотреть окрестности поселка Усть-Баргузин.
Заселиться можно в одном из шатре, который обставлен односпальными кроватями, печкой и необходимой мебелью. Вместимость одного шатра 26 человек. К услугам гостей постельное белье и набор полотенец. Туалет общий на несколько комнат. Отдыхающие готовят себе самостоятельно. Имеется небольшая кухня, где с помощью необходимой техники и посуды, можно приготовить любое блюдо.
Для путешествующих на личном автомобиле, предоставляется место на автомобильной парковке. «Юрта у Павла» пользуется большой популярностью среди туристов как с других областей, так и из Самарской области. Жители ближайших городов все чаще выбирают данную местность для отдыха как зимой, так и летом.",,,,,,,,,,,,,3000.0,,
https://101hotels.com/main/cities/mangutay/guesthouse_rizhaya_sova.html,,,,,"['Пляж', 'Прачечная или Химчистка', 'Автостоянка / Парковка', 'Трансфер', 'Бильярдная', 'Размещение домашних животных возможно по запросу.']","Гостевой дом предлагает гостям:
Бесплатная парковка
Доступен трансфер (за дополнительную плату)
Гарантируем лучшие цены в гостевом доме Рыжая сова!
В числе удобств гостевого дома Rizhaya Sova in Mangutay принадлежности для барбекю и терраса.
В распоряжении гостей помещение для хранения лыж, общий лаундж и сад.
К услугам гостей круглосуточная стойка регистрации и общая кухня.
В числе удобств номеров телевизор со спутниковыми каналами и кухня.
Все номера оснащены посудомоечной машиной.
Каждое утро в гостевом доме «Рижая Сова» сервируется континентальный завтрак.
В гостевом доме можно поиграть в бильярд.
В окрестностях популярны пешие походы и лыжный спорт.
Слюдянка находится в 14 км от гостевого дома Rizhaya Sova, а Байкальск — в 19 км.
Расстояние до международного аэропорта Иркутска составляет 81 км.
За дополнительную плату организуется трансфер от/до аэропорта.",,,,,,,,,,,,,10600.0,,
https://101hotels.com/main/cities/huzhir/rybatskiy_bereg_1.html,,154800.0,230800.0,27300.0,"['Пляж', 'Прачечная или Химчистка', 'Автостоянка / Парковка', 'Трансфер']","Гостевой дом предлагает гостям:
Размещение в самом центре
Бесплатная парковка
Доступен трансфер (за дополнительную плату)
Рядом с отелем есть:
Краеведческий музей им. Н. М. Ревякина
Гарантируем лучшие цены в гостевом доме Рыбацкий берег!
Небольшой гостевой дом ""Рыбацкий берег"" располагается в поселке Хужир. Это место идеально подойдет для тех, кто любит тихий и комфортный отдых. Из стандартных удобств здесь имеется бесплатная парковка для личного транспорта. На территории работает магазин, где можно приобрести продукты и товары первой необходимости. За дополнительную плату постояльцы могут арендовать современные велосипеды.
Для размещения предложены двухместные и трехместные номера. В категориях выполнена отделка из дерева, установлена мебель, есть электрический чайник. В ванной комнате качественная сантехника, гигиенические принадлежности. С террасы открывается великолепный вид на окрестности.
Питание тут не предусмотрено. Туристы могут питаться в ближайших кафе и ресторанах.
В шаговой доступности необходимые объекты инфраструктуры. Чтобы больше узнать об истории данной местности, следует отправиться в краеведческий музей. Знаменитая сказа Шаманка расположена в пределах двух километров. Расстояние до аэропорта Иркутск составит около 280 километров.",,,,Краеведческий музей им. Н. М. Ревякина,9.1,8.5,8.5,8.7,8.7,8.5,,,400.0,,
https://101hotels.com/main/cities/severobaykalsk/baykal_baza_petrovich.html,,,700.0,,"['Интернет', 'Пляж', 'Трансфер', 'Сейф', 'Сауна / SPA', 'Размещение домашних животных возможно по запросу.']","Отель предлагает гостям:
Размещение в самом центре,
в 729 метрах от Ж/Д Вокзала
Доступен трансфер (за дополнительную плату)
Бесплатный Wi-Fi
Рядом с отелем есть:
Картинная галерея
Гарантируем лучшие цены в отеле Байкал база ПетровичЪ!
Отель «База ПетровичЪ» расположен в городе Северобайкальск.
К услугам гостей сад.
Гости могут забронировать семейные номера.
Обустроена терраса.
Из отеля открывается вид на горы.
В номерах установлен шкаф для одежды.
В отеле «База ПетровичЪ» подают завтрак по меню.
В распоряжении гостей сауна.",1900.0,,,Картинная галерея,,,,,,,,,,,
https://101hotels.com/main/cities/posolskoe/baza_otdyha_kultushnaya.html,,91400.0,69000.0,228.0,"['Бар / Ресторан', 'Пляж', 'Автостоянка / Парковка', 'Трансфер', 'Фитнес-центр / Тренажерный зал', 'Бильярдная', 'Бизнесменам', 'Бассейн', 'Сауна / SPA']","База отдыха предлагает гостям:
Есть парковка
Доступен трансфер (за дополнительную плату)
База отдыха «Култушная» ждёт своих гостей в на берегу Байкала. К Вашим услугам парковка, барбекю, игровая комната, сауна, трансфер и другое.
В каждом из номеров Вы получите только положительные эмоции от отдыха. Здесь есть всё, чтобы проживание было комфортным.
Приготовить любимые блюда можно на полностью оборудованной кухне. Также покушать можно в ресторане, отлично проведя там вечера.
В шаговой доступности невероятные живописные виды, прекрасный воздух, широкие возможности для активного времяпрепровождения.",,,,,9.3,9.3,9.3,9.3,9.3,9.3,,14700.0,,,
https://101hotels.com/main/cities/leestvyanka/baykalskiy_domik_guest_house.html,,58500.0,4700.0,578.0,"['Интернет', 'Трансфер', 'Автостоянка / Парковка', 'Сауна / SPA']","Гостевой дом предлагает гостям:
Размещение в самом центре
Бесплатная парковка
Доступен трансфер (за дополнительную плату)
Бесплатный Wi-Fi
Рядом с отелем есть:
Музей Тальцы
Гарантируем лучшие цены в гостевом доме Байкал!
Гостевой дом «Байкал» расположен в поселке Листвянка.
К услугам гостей терраса, бесплатный Wi-Fi и бесплатная частная парковка.
Расстояние до поселка Никола составляет 7 км.
Ближайший международный аэропорт Иркутск находится в 58 км от гостевого дома «Байкал-Гольский домик».
За дополнительную плату организуется трансфер от/до аэропорта.",300.0,2900.0,2900.0,Музей Тальцы,,,,,,,,,,,
https://101hotels.com/main/cities/leestvyanka/gostinichniy_kompleks_edem.html,,58500.0,4700.0,595.0,"['Интернет', 'Прачечная или Химчистка', 'Автостоянка / Парковка', 'Трансфер', 'Фен', 'Бизнесменам', 'Бассейн', 'Сауна / SPA']","Отель предлагает гостям:
Размещение в самом центре
Есть парковка
Доступен трансфер (за дополнительную плату)
Рядом с отелем есть:
Музей Тальцы
Гарантируем лучшие цены в гостиничном комплексе Эдем!
В 20 минутах ходьбы от залива в поселке Листвянка располагается гостиничный комплекс ""Эдем"", в Иркутской области. Гостям рады предложить: парковку, трансфер, сад, террасу, бассейн. За дополнительную плату предоставляет скоростной интернет.
Для проживания предусмотрены просторный коттедж, включает в себя несколько спален, две ванные комнаты, веранду. Везде есть эргономичная мебель и современные телевизоры. Из окон открывается замечательный вид на горные вершины.
Самостоятельно приготовить любимые блюда постояльцы смогут на оборудованной кухне. А на внутреннем дворе есть место для пикника, беседка для отдыха, мангальная зона. Ежедневно сервируется свежеприготовленный завтрак.
Желающие посещают сауну, кулинарные мастер-классы, совершают пешие прогулки по окрестностям. На пляже можно не только купаться и загорать, но и ловить рыбу.
Расстояние до ближайшего аэропорта Иркутска составляет примерно 68 км пути.",300.0,2900.0,2800.0,Музей Тальцы,,,,,,,,,,,
https://101hotels.com/main/cities/huzhir/u_iriny_guesthouse.html,,154900.0,231300.0,27400.0,"['Прачечная или Химчистка', 'Трансфер', 'Сауна / SPA']","Гостевой дом предлагает гостям:
Размещение в самом центре
Доступен трансфер (за дополнительную плату)
Рядом с отелем есть:
Краеведческий музей им. Н. М. Ревякина
Гарантируем лучшие цены в гостевом доме У Ирины!
Гостевой дом ""У Ирины"" располагается в небольшом поселке Хужир, вблизи Байкала. Из стандартных удобств здесь имеется бесплатная парковка и уличная стоянка. Туристы без личного транспорта могут воспользоваться платным трансфером. На территории располагается сауна. Посещение парной помогает расслабиться после насыщенного дня, восстановить силы.
Для размещения доступны бюджетные двухместные номера. В комнате установлены односпальные кровати, необходимая мебель. Отделка помещения выполнена из натурального дерева.
Питание в гостинице не предусмотрено. Покушать можно в ближайших кафе и ресторанах. Заведения специализируются на русской и европейской кухне.
В шаговой доступности продуктовые магазины. В пределах двух километров краеведческий музей, достопримечательности скала ""Шаманка"" и ""13 столбов сэргэ"". Расстояние до аэропорта Иркутск составит около 280 километров.",,,,Краеведческий музей им. Н. М. Ревякина,9.8,9.6,9.8,9.8,10.0,9.6,,,200.0,,
